author,publised_at,updated_at,like_count,text,Sentiment
@AdvaithRamakrishnan,2024-05-07T10:31:05Z,2024-05-07T10:31:05Z,0,okay now im pissed that ksi never gets the bad team,-1
@KaylinOlive,2024-05-07T10:30:57Z,2024-05-07T10:30:57Z,0,1 : 01 vik feeling better after being down in the hole beginning,1
@shoopusmawoopus,2024-05-07T10:25:54Z,2024-05-07T10:25:54Z,0,"for his first venture, it wasnt bad at all, i really enjoyed it. I&#39;m so happy ethan is ok and i cant wait to see what he does next time",1
@olivialewis7125,2024-05-07T10:21:02Z,2024-05-07T10:21:02Z,0,Please do a different video! I wanna see you guys explore a haunted building or something like that!,0
@dashukhoshiya4120,2024-05-07T10:19:33Z,2024-05-07T10:19:33Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4255"">1:10:55</a> nahh vikk u never spanked ur wife ? lol",1
@gripogamez1737,2024-05-07T10:18:38Z,2024-05-07T10:18:38Z,0,Ksi is so disrespectful,0
@luffy-ws7nn,2024-05-07T10:15:44Z,2024-05-07T10:15:44Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3468"">57:48</a>",0
@azytrx,2024-05-07T10:14:51Z,2024-05-07T10:14:51Z,1,Tommy T has a lot of driving experience to be fair,1
@KaylinOlive,2024-05-07T10:13:17Z,2024-05-07T10:13:17Z,1,Vik made it such bad video from faking being ill,-1
@Watssupboi,2024-05-07T10:09:00Z,2024-05-07T10:09:00Z,0,Nxjx,0
@siddhantanand4574,2024-05-07T10:06:12Z,2024-05-07T10:06:12Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2125"">35:25</a>",0
@IcedOutNovvy,2024-05-07T10:05:17Z,2024-05-07T10:05:17Z,0,Vik has literally been the most entertaining sidemen in this video,1
@jonathanroberts7389,2024-05-07T10:04:36Z,2024-05-07T10:04:36Z,0,We not gonna talk about how they parked in disabled parking when they went to do the first photo challenge in the shitbox? 🤣,1
@bismawoods358,2024-05-07T10:03:58Z,2024-05-07T10:03:58Z,0,"getting kinda annoyed of vik always being in the bad tam, he deserves better",-1
@dpmuddasucka4495,2024-05-07T10:00:06Z,2024-05-07T10:00:06Z,0,Bruh KSI you really never pumped gas? 😅,-1
@EastJoNowhere,2024-05-07T09:57:56Z,2024-05-07T09:58:09Z,0,“Nobody cared before the mask” - Vikk KILLED ME 😂,-1
@dpmuddasucka4495,2024-05-07T09:55:55Z,2024-05-07T09:55:55Z,0,Harry mooning you guys was classic AF 😂😂😂😂,1
@harmanpreetsingh5175,2024-05-07T09:49:55Z,2024-05-07T09:49:55Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4960"">1:22:40</a> who else saw that drawer getting closed by JOHN CENA??????",-1
@karik45678,2024-05-07T09:48:00Z,2024-05-07T09:48:00Z,0,"For a while now, it hasn&#39;t been enjoyable to watch these. You can clearly see how much Vik wanted to go back home. I don&#39;t know, man, I just watch the first 10-15 minutes and then leave. It&#39;s sad to see him getting punished for being nice.",1
@misticz_13gaming83,2024-05-07T09:47:06Z,2024-05-07T09:47:06Z,0,Idk why but in these types of videos its always fun to watch the bad team..than the good team,1
@Katie-kv9mx,2024-05-07T09:45:14Z,2024-05-07T09:45:14Z,0,galaxy with JJ&#39;s Galax-D,0
@taylorbrown7597,2024-05-07T09:44:19Z,2024-05-07T09:44:19Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=921"">15:21</a> was just too funny to me😂😂",1
@kentleech,2024-05-07T09:42:58Z,2024-05-07T09:42:58Z,0,the two black guys not getting in the water.. SHOCK XD,-1
@nitrogames1829,2024-05-07T09:41:54Z,2024-05-07T09:41:54Z,0,Toff&#39;s cute man!,1
@mrpoof8691,2024-05-07T09:41:48Z,2024-05-07T09:41:48Z,1,why does vik run like it hurts,0
@curry_man2023,2024-05-07T09:40:24Z,2024-05-07T09:40:24Z,1,Man vikk is so boring😂,0
@zoeslater825,2024-05-07T09:39:25Z,2024-05-07T09:39:25Z,0,Shame on the boys for letting toff hold that brolly for them so long,-1
@LIN14235,2024-05-07T09:38:36Z,2024-05-07T09:38:36Z,1,I love u all,1
@ananhamoud8854,2024-05-07T09:34:25Z,2024-05-07T09:34:25Z,0,"can someone explain the guessing game in <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4190"">1:09:50</a> please?",-1
@mustafahaitham9533,2024-05-07T09:32:58Z,2024-05-07T09:32:58Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4295"">1:11:35</a> song name is Dtna by Ledoran",0
@kushalmudaliar5779,2024-05-07T09:31:56Z,2024-05-07T09:31:56Z,0,"Idk who needs to know this but at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1425"">23:45</a> after jj shaking hands with harry,😅 the girl thought that harry would take the umbrella off of her so she tried to give it to harry but harry wasn&#39;t on the same wavelength and she just kept holding on to it...but harry noticed a little later that she was trying to hand him the umbrella and he looked over at her hand but it was too late for that now and she saw in her motion of view that Harry&#39;s looking at her hand...so i guess they both figured out what was going on and just had an awkward laugh later on🤣🤣🤣",-1
@nitrogames1829,2024-05-07T09:30:58Z,2024-05-07T09:30:58Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=670"">11:10</a> was that actually real?? Like actually Narcolepsy 💤",1
@charlierobins4577,2024-05-07T09:24:41Z,2024-05-07T09:24:41Z,1,Shout out the Ben Collins. Some say he is a legend,0
@pavantamrakar1360,2024-05-07T09:21:17Z,2024-05-07T09:21:17Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3968"">1:06:08</a> thats just sad",-1
@reno6167,2024-05-07T09:19:29Z,2024-05-07T09:19:29Z,1,"One of my fav Sidemen videos!!!<br>Honestly, Ethan should host more videos. This was fantastic. Bro stayed with the bad team and even cooked for them.<br><br>But the best part was that he was trying to do new things! It was amazing and positive.",1
@keelanwills2026,2024-05-07T09:19:18Z,2024-05-07T09:19:18Z,0,"Behz barely clinging on to life, haters will still get onto him for not firming it and staying for the rest of the trip",1
@safwaansheik5256,2024-05-07T09:19:10Z,2024-05-07T09:19:10Z,0,top gear esque,1
@reubenmcdonald237,2024-05-07T09:18:15Z,2024-05-07T09:18:15Z,0,Bro JJ is such an idiot 😂 So funny to see though great video good content,1
@vegetablackxanimex7254,2024-05-07T09:15:22Z,2024-05-07T09:15:22Z,0,please let Josh be on a Good side,1
@kyu7283,2024-05-07T09:10:45Z,2024-05-07T09:10:45Z,0,JJ trying to kill the sidemen again xD,0
@evansaluge,2024-05-07T09:09:21Z,2024-05-07T09:09:47Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4962"">1:22:42</a> ghost checking the drawer😮",0
@linwanlei4982,2024-05-07T09:09:13Z,2024-05-07T09:09:13Z,0,"Big ups to Ethan, really really nice video. I could feel your effort from the planning and the time spend with the boys. Hope you get well soon and i am definitely waiting for your next video.",1
@muftimasroor1681,2024-05-07T09:06:11Z,2024-05-07T09:06:11Z,0,"whats the tunes @<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4297"">1:11:37</a> ? Anyone know",0
@P34CEFULL,2024-05-07T09:04:24Z,2024-05-07T09:04:24Z,1,Vik is always apparently &#39;sick&#39; in sideman videos and doesn&#39;t participate like he used to anymore. Fame really changes people,1
@mobarnes9272,2024-05-07T09:03:36Z,2024-05-07T09:03:36Z,0,Shout out to whatever cultured mf decided to put jazz in the background,0
@drzeppelin6407,2024-05-07T09:03:27Z,2024-05-07T09:03:27Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1910"">31:50</a> how do you play this?",0
@9906sinky,2024-05-07T09:02:56Z,2024-05-07T09:02:56Z,0,Best vid for a while! Dub for Ethan!,1
@mj9608,2024-05-07T08:59:42Z,2024-05-07T08:59:42Z,0,harry whistling Wallace and Gromit 😂,0
@user-zr1zi8bb4z,2024-05-07T08:59:13Z,2024-05-07T08:59:13Z,0,Pray for Vik,0
@hahaolly8955,2024-05-07T08:57:05Z,2024-05-07T08:57:05Z,0,on god this video is gas shout out ethan,0
@ashleyjayslater,2024-05-07T08:53:39Z,2024-05-07T08:53:39Z,0,In every video vik just looks miserable at everything. Does the minimum to take part and provide any sort of value. Cheer up man worse ways to make a living,-1
@samuelcresswell8719,2024-05-07T08:52:03Z,2024-05-07T08:52:03Z,0,sidemen car challenges are just the best,1
@ZhyenLee,2024-05-07T08:48:10Z,2024-05-07T08:48:39Z,0,that white blondie praising JJ abit too much.. she&#39;s some them D i guess..<br>bad team always the fun side and never let down tho,1
@lufu10,2024-05-07T08:47:14Z,2024-05-07T08:47:14Z,0,amazing vid,1
@sakshatbetkekar6673,2024-05-07T08:43:55Z,2024-05-07T08:43:55Z,0,Nah bro class video 😂,0
@hashirali2017,2024-05-07T08:43:11Z,2024-05-07T08:43:11Z,0,terrible vid ngl,-1
@Huey_Nadel,2024-05-07T08:40:32Z,2024-05-07T08:40:32Z,0,Imagine eating a five star five course meal while watching the sidemen.,0
@ryanpincher4960,2024-05-07T08:39:27Z,2024-05-07T08:39:27Z,0,JJ looking like candy cane capone again,0
@evansaluge,2024-05-07T08:35:42Z,2024-05-07T08:35:42Z,1,Big up Ethan for being with the bad team,-1
@itsmeamaan7859,2024-05-07T08:31:25Z,2024-05-07T08:31:25Z,0,Tobi man I&#39;m pissed at you. Did not expect this from you at all. But amazing from Ethan to not let trip stop because of him even though he should have. I confident if Simon was in the van he would have done something instead of laughing.,1
@samuelthomas9832,2024-05-07T08:31:19Z,2024-05-07T08:31:19Z,0,Big up behz,0
@miasqueak,2024-05-07T08:31:14Z,2024-05-07T08:31:14Z,0,"Anyone know what song is played at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3210"">53:30</a>",0
@dhruvmarathe62,2024-05-07T08:28:32Z,2024-05-07T08:28:32Z,0,Not watching these vids until vik gets his due,-1
@user-wt4ql4kr1w,2024-05-07T08:27:21Z,2024-05-07T08:27:21Z,0,PUT ETHAN ON THE GOOD TEAM HE NEEDS IT!!,1
@Bobby_Tambling,2024-05-07T08:21:32Z,2024-05-07T08:21:32Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2037"">33:57</a> actually had me laughing out loud 🤣 go on John lmao",1
@gavsjay3101,2024-05-07T08:20:16Z,2024-05-07T08:20:16Z,0,Ben Collins ❤,0
@user-cp5cs3tr4v,2024-05-07T08:19:24Z,2024-05-07T08:19:24Z,0,wait a minute he DIED !!!,0
@hamzamunir8172,2024-05-07T08:16:53Z,2024-05-07T08:17:03Z,0,"Loved the video, BIG UP BEHZ",1
@devitbenz,2024-05-07T08:14:38Z,2024-05-07T08:14:38Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1286"">21:26</a> it is true blackman are good at shooting",1
@thestrawberry3337,2024-05-07T08:12:30Z,2024-05-07T08:12:30Z,1,What is up with Vikstar not really participating in this video????,-1
@ostry635,2024-05-07T08:02:17Z,2024-05-07T08:02:17Z,2,next time leave that indian princess at home,0
@nicziahponce9100,2024-05-07T07:59:13Z,2024-05-07T07:59:13Z,0,Genuine question<br>Is it just me or I can always predict what side will get the best or luxury things<br>Cause there is always KSI in that group like if you have KSI in the group it is guaranteed that you will get the best thing<br><br><br><br>I don&#39;t really know the history of the sideman so I&#39;m just asking,1
@keokisilva6843,2024-05-07T07:57:46Z,2024-05-07T07:57:46Z,0,Ethan did amazing with the planning on this one. Great video💪🏽,1
@lucaraimondi5981,2024-05-07T07:55:10Z,2024-05-07T07:55:10Z,1,Like if you ship harry and the stylist girl ❤,0
@BotGamingUefn,2024-05-07T07:53:24Z,2024-05-07T07:53:24Z,1,how is tobi always in the good team and vikstar in the bad team????????????????????????????????????,1
@gewrgiacyp,2024-05-07T07:47:51Z,2024-05-07T07:47:51Z,1,"Tobi, JJ and Harry are such a good trio! They had me laughing so hard.",1
@nickynik5951,2024-05-07T07:46:39Z,2024-05-07T07:46:39Z,0,Wae bus paling keren💕👍,0
@samirdroit8678,2024-05-07T07:45:31Z,2024-05-07T07:45:47Z,2,Ksi was moving mad during bad team part of the video 😂<br><br>Love it 😂,-1
@stripedrose3116,2024-05-07T07:36:26Z,2024-05-07T07:36:42Z,0,"Dont worry Ethan!!! i had an asthma attack when i was 12 when i was in my dads car, locked, dad gone, in 28 degree heat and empty puffer. actually was crying and ended up going into emergency care as i was a level 2... (level 1 being dead.. XD) so i get ya man!!! HOLD STRONG BROTHA!! &lt;3",-1
@macio8036,2024-05-07T07:33:57Z,2024-05-07T07:33:57Z,1,harry is the reason i gamble,0
@diamonddaskalakis6438,2024-05-07T07:23:08Z,2024-05-07T07:23:08Z,0,Fire vid,0
@mayortyranno4645,2024-05-07T07:17:01Z,2024-05-07T07:17:01Z,1,"At <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4583"">1:16:23</a> the timing on Ethan yelling oww is when an ambulance goes by",0
@karamvirsingh9303,2024-05-07T07:15:14Z,2024-05-07T07:15:14Z,1,Get well soon Behz,0
@ahmede1015,2024-05-07T07:14:32Z,2024-05-07T07:14:32Z,2,Behz willing to do die for the badge… We’re with you forever bro🫡,1
@jasoncartwright67,2024-05-07T07:13:28Z,2024-05-07T07:13:28Z,0,Ksi not knowing how to pump is crazy,-1
@ummadahmed3605,2024-05-07T07:10:43Z,2024-05-07T07:10:43Z,0,Vik Josh and Simon singing reminded me of 4 lions haha,1
@irene_0110,2024-05-07T07:07:17Z,2024-05-07T07:07:17Z,1,Lesson from this vdo : you can be rtrded and still can be rich on youtube (ksi),1
@abhinavlal4564,2024-05-07T07:07:04Z,2024-05-07T07:07:04Z,1,I really think Vik and Simon are always in the bad team. 😶‍🌫️,-1
@roberthastings7938,2024-05-07T07:02:42Z,2024-05-07T07:02:42Z,0,They should take speed on a road trip 😂,0
@SakurRain-iz9zq,2024-05-07T07:02:24Z,2024-05-07T07:02:24Z,0,i like,0
@gr3ylif313,2024-05-07T07:01:07Z,2024-05-07T07:01:07Z,0,THE FATNEEK IS BACKK,0
@Sanitizer111,2024-05-07T07:01:07Z,2024-05-07T07:01:07Z,0,The beach scene was so chaotic 😂,0
@brick-o-beat389,2024-05-07T07:00:15Z,2024-05-07T07:00:15Z,0,"I was shocked to see the Golden Bhit Sox drive itself while Harry gambled at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6063"">1:41:03</a>",-1
@ahmede1015,2024-05-07T07:00:14Z,2024-05-07T07:00:14Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4542"">1:15:42</a> vik is making me cry laugh right here 😂😂",1
@DhirajSingh-li4uy,2024-05-07T06:59:37Z,2024-05-07T06:59:54Z,1,Like for Ethan hard work towards the cheap team : D &lt;3,1
@RelentlessGamingX,2024-05-07T06:55:30Z,2024-05-07T06:55:30Z,0,Bez popped off this videoo,0
@atharvakarve3575,2024-05-07T06:53:24Z,2024-05-07T06:53:24Z,0,&lt;3,0
@thegamingcephalos9412,2024-05-07T06:49:44Z,2024-05-07T06:49:44Z,0,I hope Ethan hosts another roadtrip style sidemen sunday but the team should make some safety checks to avoid a possible asthma attack again.<br><br>Having him as a buddy on both teams is a great one. Sad that the fumes or smoke that came from the poor RV didn&#39;t get checked.<br><br>Hope to see him as a host again and had the vehicles checked well.,-1
@RelentlessGamingX,2024-05-07T06:46:33Z,2024-05-07T06:46:33Z,0,"At <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=74"">1:14</a> the openshot of the camera man running infront of the van, and then panning to his POV, idk if that was hilarious, or a a positioning mistake 😂",1
@tonygreig8351,2024-05-07T06:42:51Z,2024-05-07T06:42:51Z,0,Hope you feel better @behzinga,1
@DWboy14,2024-05-07T06:36:26Z,2024-05-07T06:36:26Z,0,One of the best road trips,1
@martincoates961,2024-05-07T06:35:02Z,2024-05-07T06:35:02Z,0,I only watch when ksi is on the bad team,-1
@dennism.6946,2024-05-07T06:32:09Z,2024-05-07T06:32:09Z,0,The interior of the expensive one looks exactly like the one from the Wu-Tang series,-1
@DrBepis-ky6eu,2024-05-07T06:27:33Z,2024-05-07T06:27:33Z,17,I’m only 30 minutes in but I actually really appreciate Ethan. His biggest complaint when he’s on the bad team is that the host is never anywhere to be found and he’s been with the bad team a good bit. Props to you Behz.,-1
@Red-Clover_,2024-05-07T06:26:47Z,2024-05-07T06:26:47Z,0,This unironically being JJ’s best looking outfit in the past 5 years is crazy,1
@caineriley5943,2024-05-07T06:24:53Z,2024-05-07T06:24:53Z,1,Vik is kinda jarring in these vids ngl,0
@kanyewest381,2024-05-07T06:24:05Z,2024-05-07T06:24:05Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1638"">27:18</a> special feature from angry ginge",-1
@camdentriplett1886,2024-05-07T06:24:04Z,2024-05-07T06:24:04Z,0,"Why is no one talking about <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2626"">43:46</a> 💀💀💀",0
@FI3RZE_PATRIOT,2024-05-07T06:23:40Z,2024-05-07T06:23:40Z,0,This whole video was meant to be since the beginning,1
@lokeshruth8648,2024-05-07T06:16:16Z,2024-05-07T06:16:16Z,0,Gamblers mentality is like harry,0
@ATwx-se4nu,2024-05-07T06:07:53Z,2024-05-07T06:07:53Z,0,great video great experience great behz,1
@lokeshruth8648,2024-05-07T06:04:14Z,2024-05-07T06:04:14Z,0,I was expecting harry to say that than jj😂,0
@kyleissad8512,2024-05-07T06:04:10Z,2024-05-07T06:04:10Z,0,I would love it if you put jj in the bad team everytime cuz its fun tbh😅,1
@Maddoxprime,2024-05-07T05:59:26Z,2024-05-07T05:59:26Z,0,My last name is bedford and they called it sh* t,0
@abdullahnoman5672,2024-05-07T05:57:03Z,2024-05-07T05:57:03Z,1,Ethan actually did put effort into it and you can see it. Loved this video !!,1
@dragonballrampage2070,2024-05-07T05:51:01Z,2024-05-07T05:51:01Z,0,love it,1
@ash_ashley7184,2024-05-07T05:47:35Z,2024-05-07T05:47:35Z,0,tobi is sick of ksi,-1
@neutron8210,2024-05-07T05:44:13Z,2024-05-07T05:44:13Z,0,DAMN KSI GOT BACK,0
@pdub13_,2024-05-07T05:40:04Z,2024-05-07T05:40:04Z,0,The reason Ethan is the best host for best vs. worst is cuz he hangs with the bad team,1
@YasA-in4uq,2024-05-07T05:39:32Z,2024-05-07T05:39:32Z,0,wowowow,0
@ravgill6156,2024-05-07T05:37:27Z,2024-05-07T05:37:27Z,0,"Major props to Ethan for sticking with the cheap team. Usually host is with the good team, but feel like this made for a more fun experience",1
@Sparxx2315,2024-05-07T05:27:13Z,2024-05-07T05:27:13Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3970"">1:06:10</a> This is one of the funniest scenes from the Sidemen. JJ&#39;s complete ineptitude at filling the tank, Tobi getting pissed off, Ethan struggling with asthma and Harry just &quot;WHAT&#39;S GOING ON BOYS?&quot;. The awkward silences are golden.",-1
@watergatebayhotel,2024-05-07T05:26:33Z,2024-05-07T05:26:33Z,0,You eventually made it to the coast and Watergate Bay... Even though it was dark! It wasn&#39;t too cold in the sea. At least you finally got to relax in the hot tub.,-1
@prithikvel8309,2024-05-07T05:25:50Z,2024-05-07T05:25:50Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4942"">1:22:22</a> drawer moving sus",0
@santosgarcia8644,2024-05-07T05:25:36Z,2024-05-07T05:25:36Z,0,Vic remember split Or steal?,0
@easttexasfishin2439,2024-05-07T05:25:27Z,2024-05-07T05:25:27Z,0,Cracks me up how Europeans think a 3.5hr drive is “far”. Used to drive 3hrs to just go eat some food and see a Cowboys game. (Yes ik cowboys are poverty and and over hyped),-1
@VRTX_-iz7nz,2024-05-07T05:21:27Z,2024-05-07T05:21:27Z,0,"Behzinga, I&#39;m sorry to say but the funniest bit of this vid that really sent me was the part when R2S said &quot;well if it cheers you up we just milked a cow&quot; out of nowhere lmfao",-1
@SinFromThe6,2024-05-07T05:17:42Z,2024-05-07T05:17:42Z,0,W host,0
@CarbinePixels,2024-05-07T05:17:36Z,2024-05-07T05:17:36Z,0,Don’t show gambling.,0
@Sshhbeatz,2024-05-07T05:16:44Z,2024-05-07T05:16:44Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1223"">20:23</a> the clap back was brazy from Josh 😂😂",0
@a.m.o.2024,2024-05-07T05:15:39Z,2024-05-07T05:15:39Z,1,I see why ppl don’t like vikstar 😭😭😭,0
@guitarhero69,2024-05-07T05:12:37Z,2024-05-07T05:12:37Z,2,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=719"">11:59</a> the switch on tobi&#39;s face when jj said that lmaoo",0
@gearsoccer1093,2024-05-07T05:10:24Z,2024-05-07T05:10:24Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2073"">34:33</a> simon killed me",-1
@Willystyless,2024-05-07T05:08:03Z,2024-05-07T05:08:03Z,0,Putting a 30 second ad right before Harry’s putt is evil,-1
@mjr0412,2024-05-07T05:02:31Z,2024-05-07T05:02:31Z,1,"At this point, even if Vik gets the good team, they just put him on the bad team on purpose 😭😭😂",1
